Tiempo (ms)	Antebrazo	Cuello
22801	505	509
22802	506	509
22803	507	510
22804	507	509
22805	508	510
22806	510	511
22807	509	510
22808	510	508
22809	505	507
22810	508	508
22811	511	507
22812	509	508
22813	508	509
22814	511	509
22815	511	513
22816	513	511
22817	515	507
22818	516	510
22819	511	510
22820	499	508
22821	497	506
22822	502	508
22823	500	509
22824	501	508
22825	500	508
22826	500	511
22827	508	511
22828	516	510
22829	513	508
22830	511	506
22831	513	507
22832	511	508
22833	506	509
22834	509	508
22835	514	507
22836	516	510
22837	512	508
22838	508	510
22839	506	507
22840	504	502
22841	503	506
22842	504	511
22843	503	514
22844	505	515
22845	508	513
22846	511	512
22847	508	508
22848	504	508
22849	507	507
22850	507	508
22851	508	504
22852	506	505
22853	508	508
22854	507	510
22855	508	511
22856	512	509
22857	513	507
22858	510	507
22859	504	507
22860	500	507
22861	500	507
22862	502	508
22863	504	508
22864	510	510
22865	512	510
22866	511	511
22867	510	512
22868	510	514
22869	512	514
22870	510	511
22871	511	507
22872	512	507
22873	508	506
22874	504	507
22875	503	506
22876	503	509
22877	504	510
22878	506	511
22879	512	510
22880	513	508
22881	512	508
22882	510	510
22883	508	512
22884	508	511
22885	506	512
22886	507	510
22887	508	508
22888	505	504
22889	503	504
22890	500	513
22891	502	510
22892	506	508
22893	508	508
22894	510	508
22895	507	508
22896	511	509
22897	514	508
22898	511	508
22899	513	508
22900	507	508
22901	507	509
22902	506	510
22903	508	512
22904	504	509
22905	506	513
22906	511	512
22907	509	510
22908	511	508
22909	508	510
22910	505	510
22911	505	511
22912	505	508
22913	503	508
22914	506	508
22915	508	509
22916	512	509
22917	510	512
22918	510	511
22919	513	510
22920	509	508
22921	510	506
22922	506	507
22923	508	508
22924	507	508
22925	504	510
22926	510	506
22927	511	508
22928	508	510
22929	508	513
22930	509	511
22931	509	508
22932	507	509
22933	506	507
22934	505	510
22935	502	506
22936	499	509
22937	503	511
22938	504	512
22939	508	510
22940	516	508
22941	516	505
22942	511	508
22943	508	509
22944	505	511
22945	504	512
22946	510	509
22947	509	509
22948	505	509
22949	504	511
22950	504	511
22951	502	508
22952	507	508
22953	515	508
22954	511	507
22955	512	507
22956	515	506
22957	510	510
22958	507	510
22959	509	508
22960	511	508
22961	511	508
22962	505	508
22963	507	512
22964	508	512
22965	507	511
22966	502	510
22967	499	509
22968	505	511
22969	511	509
22970	512	510
22971	505	512
22972	503	511
22973	501	509
22974	499	505
22975	504	504
22976	511	502
22977	514	506
22978	513	509
22979	514	511
22980	513	511
22981	513	509
22982	512	507
22983	509	515
22984	506	510
22985	504	508
22986	504	505
22987	505	508
22988	506	513
22989	507	512
22990	509	511
22991	510	511
22992	511	511
22993	508	511
22994	512	508
22995	508	506
22996	513	508
22997	512	508
22998	506	510
22999	498	509
23000	499	509
23001	502	509
23002	507	509
23003	508	509
23004	511	506
23005	512	506
23006	508	507
23007	508	513
23008	512	511
23009	514	512
23010	513	508
23011	514	509
23012	514	508
23013	509	509
23014	503	509
23015	499	511
23016	505	511
23017	500	511
23018	500	510
23019	500	511
23020	502	511
23021	511	508
23022	516	507
23023	512	505
23024	510	505
23025	503	507
23026	505	508
23027	504	508
23028	508	508
23029	511	509
23030	512	509
23031	508	508
23032	504	511
23033	504	511
23034	504	511
23035	505	509
23036	510	507
23037	513	506
23038	511	508
23039	512	508
23040	513	507
23041	512	512
23042	511	510
23043	508	510
23044	504	508
23045	502	508
23046	503	507
23047	504	508
23048	505	510
23049	512	510
23050	512	510
23051	510	507
23052	505	508
23053	503	507
23054	503	508
23055	505	511
23056	507	509
23057	508	512
23058	506	511
23059	507	509
23060	510	511
23061	511	508
23062	512	510
23063	511	510
23064	511	507
23065	508	508
23066	509	508
23067	506	508
23068	507	511
23069	508	507
23070	504	506
23071	502	508
23072	502	509
23073	503	512
23074	506	512
23075	510	513
23076	511	511
23077	519	512
23078	518	507
23079	513	509
23080	507	505
23081	507	506
23082	505	509
23083	502	508
23084	505	507
23085	505	511
23086	502	511
23087	503	512
23088	504	510
23089	506	513
23090	506	511
23091	514	509
23092	514	508
23093	509	509
23094	512	509
23095	513	510
23096	511	511
23097	513	512
23098	508	510
23099	510	507
23100	508	505
23101	504	504
23102	504	508
23103	499	506
23104	497	508
23105	502	508
23106	505	509
23107	506	506
23108	511	508
23109	510	512
23110	504	511
23111	504	510
23112	512	511
23113	508	511
23114	511	506
23115	516	507
23116	514	510
23117	511	508
23118	510	507
23119	510	507
23120	512	509
23121	507	513
23122	505	512
23123	505	509
23124	504	510
23125	503	511
23126	504	509
23127	502	508
23128	504	507
23129	507	510
23130	508	511
23131	511	509
23132	514	510
23133	508	510
23134	505	511
23135	497	507
23136	499	505
23137	504	507
23138	513	507
23139	511	512
23140	510	512
23141	509	512
23142	504	513
23143	502	510
23144	509	509
23145	507	508
23146	515	508
23147	510	508
23148	510	512
23149	513	513
23150	510	517
23151	510	513
23152	506	507
23153	507	505
23154	505	506
23155	503	509
23156	505	508
23157	511	505
23158	511	506
23159	510	506
23160	507	508
23161	506	511
23162	505	510
23163	509	510
23164	508	512
23165	507	512
23166	509	514
23167	511	511
23168	510	509
23169	507	512
23170	504	510
23171	504	510
23172	505	513
23173	504	508
23174	505	507
23175	504	508
23176	507	505
23177	507	506
23178	517	506
23179	516	507
23180	512	505
23181	508	507
23182	510	508
23183	509	510
23184	514	510
23185	512	511
23186	508	509
23187	511	508
23188	507	507
23189	508	508
23190	505	511
23191	507	510
23192	502	510
23193	501	509
23194	502	510
23195	505	511
23196	507	508
23197	509	508
23198	507	509
23199	511	509
23200	511	508
23201	511	507
23202	507	509
23203	503	507
23204	503	511
23205	503	513
23206	505	512
23207	508	511
23208	510	507
23209	506	507
23210	507	509
23211	511	508
23212	517	507
23213	519	505
23214	519	509
23215	513	509
23216	508	513
23217	508	510
23218	505	508
23219	500	511
23220	503	506
23221	504	508
23222	503	512
23223	506	511
23224	507	510
23225	509	511
23226	507	507
23227	502	508
23228	500	507
23229	504	504
23230	506	509
23231	510	510
23232	517	511
23233	514	511
23234	510	512
23235	505	510
23236	507	507
23237	505	508
23238	502	510
23239	504	514
23240	506	510
23241	509	511
23242	511	512
23243	508	511
23244	512	511
23245	512	510
23246	514	510
23247	511	509
23248	506	510
23249	507	507
23250	507	506
23251	503	505
23252	510	505
23253	505	504
23254	505	505
23255	510	502
23256	516	500
23257	513	499
23258	512	500
23259	509	499
23260	506	498
23261	505	500
23262	505	499
23263	507	506
23264	504	508
23265	506	509
23266	508	508
23267	506	511
23268	504	515
23269	501	513
23270	500	517
23271	510	519
23272	510	516
23273	506	515
23274	504	515
23275	502	515
23276	505	512
23277	511	511
23278	513	513
23279	510	512
23280	507	507
23281	509	506
23282	511	508
23283	511	512
23284	509	512
23285	505	514
23286	508	513
23287	510	509
23288	509	504
23289	515	504
23290	521	505
23291	509	508
23292	508	511
23293	508	513
23294	510	513
23295	507	513
23296	512	511
23297	509	511
23298	505	508
23299	502	508
23300	499	510
23301	502	505
23302	504	509
23303	502	509
23304	506	507
23305	505	507
23306	505	507
23307	502	510
23308	504	511
23309	504	508
23310	508	509
23311	512	510
23312	516	512
23313	518	511
23314	513	507
23315	511	505
23316	508	506
23317	506	508
23318	506	510
23319	505	508
23320	504	509
23321	510	509
23322	511	512
23323	509	508
23324	512	510
23325	507	508
23326	505	508
23327	505	510
23328	509	510
23329	508	509
23330	508	511
23331	514	513
23332	509	511
23333	505	509
23334	506	507
23335	511	508
23336	505	504
23337	504	505
23338	505	507
23339	508	507
23340	510	506
23341	507	507
23342	503	507
23343	497	506
23344	498	508
23345	505	510
23346	509	510
23347	514	511
23348	520	508
23349	516	508
23350	508	510
23351	508	509
23352	506	509
23353	507	509
23354	509	510
23355	505	511
23356	507	511
23357	505	511
23358	508	510
23359	513	508
23360	509	508
23361	512	509
23362	511	511
23363	509	512
23364	509	512
23365	515	513
23366	515	509
23367	508	510
23368	502	507
23369	504	508
23370	502	507
23371	505	507
23372	503	508
23373	505	508
23374	507	508
23375	504	504
23376	503	505
23377	506	510
23378	504	510
23379	505	510
23380	506	508
23381	508	508
23382	507	511
23383	510	507
23384	513	504
23385	514	505
23386	512	507
23387	509	507
23388	511	508
23389	512	513
23390	507	510
23391	507	511
23392	506	509
23393	505	508
23394	511	509
23395	514	508
23396	511	509
23397	512	510
23398	510	510
23399	508	511
23400	502	512
23401	497	510
23402	501	505
23403	507	508
23404	509	506
23405	507	507
23406	508	508
23407	508	508
23408	510	510
23409	507	506
23410	503	511
23411	504	510
23412	507	510
23413	509	515
23414	517	508
23415	521	511
23416	511	512
23417	508	507
23418	507	509
23419	504	511
23420	502	510
23421	504	510
23422	506	509
23423	508	510
23424	508	511
23425	511	506
23426	511	507
23427	506	506
23428	504	505
23429	508	510
23430	509	509
23431	503	508
23432	504	510
23433	506	511
23434	504	507
23435	503	508
23436	510	504
23437	510	507
23438	506	509
23439	508	512
23440	511	511
23441	511	508
23442	510	507
23443	509	510
23444	510	508
23445	513	508
23446	507	506
23447	506	510
23448	512	508
23449	509	510
23450	507	509
23451	511	512
23452	508	513
23453	506	510
23454	502	508
23455	499	513
23456	504	511
23457	504	510
23458	508	509
23459	511	510
23460	508	509
23461	507	510
23462	510	509
23463	514	509
23464	511	509
23465	510	504
23466	508	505
23467	517	509
23468	514	507
23469	513	507
23470	508	510
23471	504	510
23472	505	510
23473	504	509
23474	500	509
23475	499	511
23476	499	514
23477	499	512
23478	508	511
23479	513	508
23480	512	504
23481	510	506
23482	511	507
23483	512	509
23484	511	507
23485	505	511
23486	503	511
23487	503	510
23488	507	506
23489	506	508
23490	505	511
23491	507	510
23492	510	508
23493	514	508
23494	511	507
23495	508	509
23496	508	507
23497	506	509
23498	509	508
23499	509	509
23500	505	509
23501	505	510
23502	504	511
23503	504	510
23504	507	511
23505	511	508
23506	510	510
23507	510	507
23508	509	509
23509	508	509
23510	510	508
23511	513	509
23512	515	512
23513	509	512
23514	507	510
23515	505	510
23516	505	509
23517	506	509
23518	509	508
23519	511	508
23520	506	508
23521	504	509
23522	507	508
23523	507	507
23524	503	507
23525	506	508
23526	508	508
23527	503	509
23528	505	511
23529	510	509
23530	513	510
23531	514	509
23532	515	512
23533	513	514
23534	508	510
23535	505	509
23536	509	507
23537	512	508
23538	505	511
23539	504	511
23540	502	509
23541	504	510
23542	503	510
23543	503	508
23544	506	505
23545	506	511
23546	508	507
23547	509	508
23548	508	510
23549	512	509
23550	508	508
23551	507	507
23552	509	509
23553	510	509
23554	513	512
23555	510	512
23556	511	507
23557	508	507
23558	505	511
23559	507	511
23560	508	510
23561	509	511
23562	508	509
23563	510	506
23564	509	504
23565	506	507
23566	502	509
23567	503	510
23568	508	509
23569	507	509
23570	502	510
23571	502	512
23572	508	509
23573	507	508
23574	505	510
23575	508	507
23576	509	507
23577	510	509
23578	511	511
23579	510	510
23580	507	505
23581	508	507
23582	513	510
23583	507	508
23584	509	508
23585	511	510
23586	508	512
23587	507	512
23588	509	512
23589	510	510
23590	507	509
23591	505	506
23592	507	506
23593	508	507
23594	508	508
23595	508	509
23596	506	510
23597	512	507
23598	509	508
23599	504	508
23600	500	510
23601	506	508
23602	509	512
23603	515	510
23604	515	508
23605	513	507
23606	511	507
23607	504	511
23608	504	509
23609	507	509
23610	503	510
23611	506	513
23612	508	510
23613	508	509
23614	512	507
23615	511	510
23616	514	511
23617	515	511
23618	508	508
23619	503	508
23620	505	510
23621	504	509
23622	499	509
23623	504	510
23624	503	508
23625	504	508
23626	507	507
23627	508	510
23628	505	507
23629	505	506
23630	508	506
23631	511	506
23632	510	509
23633	509	509
23634	511	510
23635	513	509
23636	511	510
23637	508	508
23638	508	512
23639	508	512
23640	512	512
23641	510	510
23642	511	510
23643	511	507
23644	504	508
23645	506	509
23646	508	509
23647	506	508
23648	500	508
23649	503	508
23650	505	510
23651	504	511
23652	507	514
23653	512	514
23654	519	510
23655	516	511
23656	517	511
23657	511	509
23658	507	506
23659	507	504
23660	504	505
23661	503	507
23662	505	509
23663	507	507
23664	510	509
23665	505	506
23666	506	508
23667	503	510
23668	500	512
23669	499	512
23670	501	515
23671	506	513
23672	503	509
23673	507	508
23674	515	509
23675	516	509
23676	511	509
23677	510	508
23678	508	510
23679	508	510
23680	505	507
23681	510	511
23682	514	507
23683	511	508
23684	508	510
23685	504	509
23686	504	510
23687	508	512
23688	506	511
23689	507	509
23690	503	507
23691	506	508
23692	510	505
23693	518	509
23694	523	508
23695	516	509
23696	508	511
23697	504	513
23698	501	510
23699	501	505
23700	504	507
23701	504	510
23702	507	515
23703	507	513
23704	506	508
23705	504	511
23706	505	509
23707	503	507
23708	507	507
23709	509	505
23710	504	504
23711	504	505
23712	510	509
23713	511	512
23714	513	513
23715	512	513
23716	517	511
23717	518	508
23718	511	509
23719	504	512
23720	501	512
23721	501	508
23722	501	505
23723	510	505
23724	511	507
23725	510	507
23726	513	509
23727	514	507
23728	514	506
23729	511	506
23730	512	509
23731	511	510
23732	507	510
23733	503	508
23734	504	508
23735	500	510
23736	493	510
23737	496	511
23738	498	512
23739	506	513
23740	509	511
23741	514	512
23742	515	509
23743	512	508
23744	508	510
23745	511	508
23746	511	509
23747	511	504
23748	509	504
23749	507	507
23750	504	507
23751	504	511
23752	505	509
23753	506	511
23754	507	510
23755	502	511
23756	502	511
23757	508	511
23758	512	508
23759	511	505
23760	511	506
23761	514	507
23762	512	507
23763	510	510
23764	505	512
23765	505	515
23766	505	511
23767	507	512
23768	509	515
23769	509	513
23770	505	511
23771	503	509
23772	502	510
23773	507	509
23774	508	508
23775	506	508
23776	510	506
23777	516	507
23778	519	508
23779	514	508
23780	518	508
23781	512	507
23782	512	512
23783	511	513
23784	508	511
23785	505	509
23786	509	510
23787	504	509
23788	507	510
23789	504	511
23790	504	508
23791	502	509
23792	499	507
23793	498	509
23794	503	508
23795	503	508
23796	510	507
23797	509	508
23798	511	511
23799	510	506
23800	508	507
23801	507	508
23802	508	507
23803	503	507
23804	502	509
23805	502	508
23806	505	510
23807	506	514
23808	512	512
23809	516	509
23810	515	510
23811	511	508
23812	515	510
23813	514	510
23814	511	510
23815	507	510
23816	508	507
23817	510	510
23818	505	511
23819	502	508
23820	504	510
23821	507	509
23822	505	509
23823	502	511
23824	507	509
23825	507	510
23826	516	508
23827	511	508
23828	507	506
23829	508	509
23830	509	510
23831	512	508
23832	511	508
23833	510	509
23834	507	508
23835	507	508
23836	509	510
23837	509	510
23838	501	508
23839	504	508
23840	504	511
23841	504	509
23842	510	509
23843	509	513
23844	509	511
23845	510	511
23846	507	511
23847	509	512
23848	513	511
23849	510	511
23850	509	512
23851	514	508
23852	514	509
23853	507	508
23854	504	506
23855	503	506
23856	506	509
23857	512	514
23858	510	515
23859	503	513
23860	503	512
23861	504	510
23862	507	508
23863	508	508
23864	504	508
23865	504	505
23866	510	508
23867	509	509
23868	510	506
23869	509	508
23870	509	509
23871	504	512
23872	509	508
23873	512	507
23874	514	503
23875	514	502
23876	514	502
23877	513	500
23878	512	500
23879	504	502
23880	501	502
23881	497	508
23882	500	507
23883	502	505
23884	510	506
23885	511	508
23886	512	507
23887	511	506
23888	505	508
23889	508	512
23890	505	514
23891	508	513
23892	508	513
23893	504	514
23894	507	513
23895	505	514
23896	508	512
23897	510	511
23898	507	511
23899	504	508
23900	506	509
23901	512	515
23902	515	517
23903	513	516
23904	505	512
23905	499	512
23906	504	513
23907	505	512
23908	509	514
23909	514	514
23910	515	510
23911	514	509
23912	516	511
23913	511	510
23914	509	510
23915	503	508
23916	504	508
23917	505	509
23918	506	508
23919	506	508
23920	505	511
23921	505	510
23922	508	509
23923	507	508
23924	504	507
23925	503	506
23926	505	505
23927	506	508
23928	504	511
23929	508	510
23930	508	509
23931	507	509
23932	506	511
23933	504	511
23934	506	510
23935	510	510
23936	511	508
23937	512	507
23938	509	507
23939	511	508
23940	508	510
23941	504	507
23942	510	510
23943	513	510
23944	509	509
23945	509	511
23946	508	512
23947	507	509
23948	504	510
23949	507	508
23950	507	508
23951	507	509
23952	510	510
23953	504	511
23954	509	508
23955	512	509
23956	510	512
23957	508	507
23958	505	505
23959	511	506
23960	510	505
23961	506	508
23962	506	511
23963	504	512
23964	506	511
23965	503	507
23966	508	508
23967	507	506
23968	503	505
23969	507	505
23970	516	510
23971	516	511
23972	518	511
23973	513	509
23974	510	512
23975	504	511
23976	502	507
23977	505	507
23978	507	509
23979	508	508
23980	508	510
23981	512	510
23982	511	512
23983	501	513
23984	507	512
23985	509	508
23986	509	512
23987	507	507
23988	503	508
23989	508	508
23990	508	511
23991	503	511
23992	506	507
23993	508	505
23994	509	507
23995	509	503
23996	509	502
23997	508	505
23998	512	508
23999	513	511
24000	506	516
24001	507	512
24002	509	511
24003	504	509
24004	508	507
24005	505	509
24006	507	509
24007	502	510
24008	498	510
24009	499	510
24010	509	509
24011	512	511
24012	521	510
24013	522	511
24014	518	507
24015	508	509
24016	503	511
24017	505	511
24018	506	512
24019	505	510
