Tiempo (ms)	Antebrazo	Cuello
76252	506	507
76253	507	510
76254	507	512
76255	504	514
76256	506	513
76257	510	509
76258	507	507
76259	510	507
76260	508	506
76261	511	508
76262	511	505
76263	506	510
76264	506	511
76265	504	511
76266	508	508
76267	506	509
76268	510	510
76269	508	512
76270	508	512
76271	510	514
76272	511	509
76273	507	508
76274	509	508
76275	507	505
76276	509	505
76277	509	507
76278	509	510
76279	507	508
76280	504	511
76281	504	511
76282	504	510
76283	506	510
76284	508	509
76285	509	508
76286	510	508
76287	512	507
76288	505	512
76289	506	512
76290	506	511
76291	509	510
76292	511	509
76293	508	509
76294	504	508
76295	503	512
76296	502	512
76297	507	507
76298	512	508
76299	511	507
76300	509	507
76301	509	504
76302	509	507
76303	512	509
76304	514	509
76305	509	513
76306	509	512
76307	508	511
76308	506	510
76309	506	510
76310	504	509
76311	504	511
76312	511	509
76313	511	507
76314	512	508
76315	513	509
76316	511	510
76317	506	509
76318	506	510
76319	504	506
76320	506	507
76321	508	503
76322	508	509
76323	510	509
76324	508	510
76325	507	511
76326	505	513
76327	503	511
76328	506	510
76329	508	511
76330	508	508
76331	507	507
76332	508	507
76333	509	509
76334	508	508
76335	505	508
76336	508	512
76337	506	511
76338	508	509
76339	508	509
76340	504	508
76341	505	509
76342	502	508
76343	507	510
76344	504	510
76345	504	507
76346	507	506
76347	512	508
76348	516	506
76349	515	507
76350	520	507
76351	518	511
76352	517	512
76353	517	508
76354	507	509
76355	500	511
76356	504	512
76357	505	510
76358	507	508
76359	507	511
76360	504	510
76361	504	510
76362	508	510
76363	507	510
76364	504	508
76365	505	510
76366	506	510
76367	508	507
76368	508	507
76369	507	507
76370	504	509
76371	506	510
76372	504	509
76373	504	510
76374	511	510
76375	511	511
76376	509	513
76377	510	511
76378	510	511
76379	511	506
76380	511	506
76381	507	508
76382	507	505
76383	509	506
76384	505	509
76385	506	509
76386	510	509
76387	509	511
76388	508	511
76389	507	511
76390	509	511
76391	507	509
76392	508	510
76393	509	511
76394	507	507
76395	508	509
76396	508	509
76397	509	509
76398	509	510
76399	508	512
76400	506	512
76401	504	511
76402	496	510
76403	498	510
76404	503	507
76405	502	508
76406	502	509
76407	499	507
76408	502	504
76409	507	507
76410	521	508
76411	526	510
76412	522	510
76413	519	511
76414	515	510
76415	515	508
76416	512	510
76417	508	511
76418	508	509
76419	509	511
76420	509	508
76421	507	510
76422	505	511
76423	504	512
76424	504	510
76425	504	508
76426	505	510
76427	507	510
76428	509	511
76429	507	511
76430	508	511
76431	511	508
76432	509	507
76433	507	504
76434	502	504
76435	502	506
76436	503	508
76437	504	510
76438	507	509
76439	507	508
76440	506	508
76441	507	509
76442	508	510
76443	510	510
76444	511	512
76445	507	512
76446	507	509
76447	508	506
76448	511	504
76449	508	506
76450	507	508
76451	507	509
76452	509	510
76453	508	511
76454	509	507
76455	505	511
76456	508	509
76457	506	510
76458	509	512
76459	509	509
76460	508	507
76461	508	509
76462	509	510
76463	511	509
76464	508	507
76465	505	510
76466	505	508
76467	504	508
76468	504	510
76469	506	507
76470	505	509
76471	505	507
76472	503	510
76473	504	510
76474	504	508
76475	503	507
76476	506	507
76477	511	509
76478	509	512
76479	512	511
76480	516	510
76481	519	510
76482	521	511
76483	517	512
76484	512	510
76485	513	507
76486	511	509
76487	511	507
76488	509	510
76489	502	507
76490	498	508
76491	500	508
76492	504	509
76493	507	510
76494	509	509
76495	511	510
76496	508	507
76497	508	507
76498	511	507
76499	511	506
76500	507	508
76501	505	510
76502	509	514
76503	510	511
76504	508	511
76505	506	510
76506	504	506
76507	502	506
76508	502	509
76509	503	511
76510	506	508
76511	509	507
76512	509	507
76513	510	509
76514	512	511
76515	509	509
76516	507	508
76517	507	511
76518	506	510
76519	505	508
76520	505	511
76521	507	510
76522	508	507
76523	511	507
76524	511	505
76525	509	505
76526	507	510
76527	511	512
76528	512	508
76529	510	506
76530	508	507
76531	506	507
76532	504	509
76533	501	511
76534	502	510
76535	505	508
76536	508	510
76537	510	512
76538	515	511
76539	515	510
76540	512	510
76541	512	512
76542	509	509
76543	507	508
76544	506	508
76545	507	511
76546	509	513
76547	511	513
76548	507	513
76549	501	511
76550	502	508
76551	505	507
76552	510	508
76553	510	509
76554	510	506
76555	508	509
76556	509	508
76557	508	505
76558	506	509
76559	508	508
76560	508	508
76561	507	508
76562	505	508
76563	503	510
76564	506	508
76565	506	510
76566	507	512
76567	508	509
76568	504	510
76569	504	508
76570	507	512
76571	509	517
76572	512	511
76573	513	509
76574	508	504
76575	508	504
76576	507	502
76577	506	504
76578	509	505
76579	511	509
76580	514	509
76581	517	512
76582	512	513
76583	507	514
76584	510	510
76585	508	507
76586	507	507
76587	506	510
76588	505	508
76589	508	510
76590	512	509
76591	512	511
76592	511	509
76593	508	508
76594	505	505
76595	504	507
76596	508	508
76597	506	508
76598	509	511
76599	511	509
76600	510	509
76601	511	511
76602	507	512
76603	501	511
76604	501	509
76605	504	512
76606	503	510
76607	506	510
76608	506	508
76609	507	510
76610	508	511
76611	507	509
76612	512	507
76613	515	508
76614	513	508
76615	510	510
76616	512	510
76617	506	507
76618	497	509
76619	500	509
76620	501	509
76621	502	511
76622	504	509
76623	506	509
76624	508	509
76625	508	511
76626	507	509
76627	505	507
76628	510	510
76629	510	513
76630	509	511
76631	513	511
76632	514	510
76633	513	509
76634	511	506
76635	512	509
76636	511	510
76637	511	513
76638	513	513
76639	509	507
76640	505	506
76641	504	507
76642	501	509
76643	504	510
76644	508	512
76645	508	514
76646	504	513
76647	501	514
76648	505	513
76649	509	513
76650	515	511
76651	510	509
76652	504	504
76653	505	500
76654	507	500
76655	510	502
76656	510	499
76657	507	502
76658	512	503
76659	514	504
76660	512	501
76661	510	505
76662	511	505
76663	511	508
76664	510	506
76665	509	508
76666	512	505
76667	508	507
76668	505	509
76669	504	509
76670	506	507
76671	508	510
76672	504	515
76673	504	513
76674	504	517
76675	507	517
76676	505	516
76677	503	516
76678	504	518
76679	506	516
76680	508	512
76681	507	510
76682	513	508
76683	510	512
76684	505	511
76685	509	511
76686	511	515
76687	511	515
76688	508	510
76689	503	508
76690	507	509
76691	510	508
76692	512	510
76693	508	508
76694	504	513
76695	506	513
76696	507	515
76697	507	511
76698	508	508
76699	507	510
76700	510	508
76701	513	507
76702	513	507
76703	511	509
76704	511	508
76705	505	506
76706	504	506
76707	503	508
76708	505	511
76709	505	511
76710	506	510
76711	506	507
76712	505	507
76713	509	506
76714	509	509
76715	508	512
76716	507	513
76717	510	512
76718	511	510
76719	509	507
76720	508	504
76721	508	505
76722	510	511
76723	511	512
76724	509	508
76725	509	507
76726	506	507
76727	507	512
76728	509	510
76729	507	508
76730	508	507
76731	506	509
76732	506	507
76733	506	508
76734	508	512
76735	507	512
76736	510	509
76737	505	504
76738	508	506
76739	507	505
76740	509	507
76741	510	508
76742	507	509
76743	507	511
76744	509	512
76745	508	509
76746	506	511
76747	507	511
76748	504	512
76749	507	511
76750	508	508
76751	507	508
76752	505	510
76753	504	513
76754	506	509
76755	505	508
76756	507	510
76757	511	513
76758	511	508
76759	511	507
76760	511	509
76761	508	505
76762	512	506
76763	512	508
76764	512	509
76765	511	510
76766	513	508
76767	512	510
76768	510	508
76769	508	511
76770	508	508
76771	508	508
76772	505	510
76773	503	508
76774	506	506
76775	506	508
76776	501	507
76777	504	505
76778	504	507
76779	497	509
76780	501	511
76781	507	512
76782	511	511
76783	515	511
76784	518	510
76785	517	512
76786	515	510
76787	508	504
76788	509	504
76789	505	504
76790	504	507
76791	508	509
76792	512	509
76793	509	510
76794	508	508
76795	508	508
76796	507	515
76797	509	512
76798	509	510
76799	509	511
76800	504	509
76801	507	506
76802	505	509
76803	501	511
76804	504	508
76805	503	508
76806	507	507
76807	510	506
76808	507	511
76809	507	511
76810	507	512
76811	507	511
76812	504	509
76813	510	507
76814	512	505
76815	509	508
76816	507	508
76817	508	508
76818	508	510
76819	504	511
76820	506	510
76821	508	510
76822	509	509
76823	507	509
76824	507	506
76825	507	507
76826	509	508
76827	508	507
76828	507	508
76829	511	510
76830	508	510
76831	508	509
76832	512	507
76833	512	510
76834	511	509
76835	508	510
76836	511	509
76837	510	510
76838	508	510
76839	508	507
76840	506	507
76841	508	507
76842	505	510
76843	506	510
76844	508	514
76845	509	516
76846	506	513
76847	504	508
76848	506	509
76849	504	508
76850	507	508
76851	508	509
76852	508	511
76853	510	509
76854	507	507
76855	507	508
76856	508	512
76857	510	509
76858	510	511
76859	506	510
76860	508	508
76861	507	507
76862	505	506
76863	509	507
76864	509	505
76865	505	507
76866	509	508
76867	511	510
76868	506	509
76869	503	511
76870	503	509
76871	508	508
76872	505	507
76873	506	510
76874	508	508
76875	509	509
76876	508	508
76877	509	508
76878	508	508
76879	512	510
76880	510	512
76881	508	511
76882	503	511
76883	507	512
76884	512	510
76885	513	509
76886	511	512
76887	508	509
76888	509	507
76889	508	504
76890	508	509
76891	511	509
76892	509	508
76893	511	510
76894	510	511
76895	503	511
76896	504	507
76897	504	509
76898	504	512
76899	502	509
76900	503	508
76901	504	511
76902	506	507
76903	509	512
76904	512	511
76905	513	509
76906	512	508
76907	511	507
76908	511	505
76909	508	507
76910	506	506
76911	506	508
76912	507	509
76913	508	508
76914	511	508
76915	511	510
76916	506	511
76917	504	509
76918	503	510
76919	504	507
76920	509	507
76921	510	508
76922	512	509
76923	511	512
76924	512	512
76925	511	514
76926	514	512
76927	507	509
76928	504	509
76929	505	507
76930	508	505
76931	510	507
76932	508	511
76933	502	512
76934	502	511
76935	502	508
76936	506	508
76937	509	505
76938	508	508
76939	506	508
76940	505	510
76941	507	507
76942	512	511
76943	515	514
76944	513	513
76945	508	513
76946	508	510
76947	504	508
76948	507	511
76949	509	511
76950	512	510
76951	511	506
76952	508	509
76953	508	511
76954	504	509
76955	504	510
76956	503	510
76957	502	511
76958	506	507
76959	509	505
76960	509	503
76961	508	507
76962	508	508
76963	515	510
76964	508	510
76965	506	511
76966	509	507
76967	509	511
76968	509	508
76969	508	512
76970	508	510
76971	508	508
76972	507	509
76973	505	512
76974	508	510
76975	508	509
76976	513	509
76977	510	508
76978	505	511
76979	506	511
76980	504	512
76981	506	510
76982	504	506
76983	508	507
76984	505	508
76985	509	509
76986	509	508
76987	508	509
76988	507	513
76989	503	510
76990	507	512
76991	509	512
76992	508	509
76993	509	509
76994	508	507
76995	509	507
76996	508	512
76997	507	511
76998	514	512
76999	513	510
77000	510	507
77001	509	506
77002	511	507
77003	512	504
77004	508	506
77005	506	508
77006	506	511
77007	503	511
77008	504	508
77009	506	506
77010	504	507
77011	503	508
77012	504	510
77013	509	510
77014	512	514
77015	513	513
77016	513	508
77017	507	508
77018	504	511
77019	510	510
77020	514	512
77021	518	511
77022	514	514
77023	510	511
77024	508	507
77025	504	504
77026	505	504
77027	501	504
77028	499	507
77029	502	506
77030	503	510
77031	504	512
77032	507	512
77033	508	510
77034	511	508
77035	511	511
77036	509	514
77037	507	511
77038	505	511
77039	505	510
77040	505	510
77041	508	511
77042	511	510
77043	512	509
77044	509	507
77045	508	508
77046	511	511
77047	512	512
77048	507	508
77049	506	506
77050	507	505
77051	507	506
77052	507	510
77053	508	512
77054	508	511
77055	508	509
77056	511	508
77057	508	511
77058	508	511
77059	506	505
77060	508	510
77061	510	508
77062	508	508
77063	506	510
77064	503	510
77065	503	508
77066	508	507
77067	511	508
77068	512	510
77069	511	509
77070	510	510
77071	510	511
77072	508	512
77073	507	510
77074	507	509
77075	507	511
77076	508	510
77077	506	507
77078	506	509
77079	507	508
77080	503	506
77081	506	504
77082	506	507
77083	507	511
77084	507	511
77085	508	509
77086	507	508
77087	508	506
77088	508	507
77089	507	507
77090	508	511
77091	510	510
77092	507	513
77093	507	510
77094	506	506
77095	508	509
77096	512	506
77097	510	508
77098	514	510
77099	517	510
77100	510	509
77101	507	508
77102	503	509
77103	501	509
77104	502	510
77105	503	506
77106	504	507
77107	508	507
77108	510	508
77109	510	507
77110	511	510
77111	511	510
77112	509	511
77113	509	510
77114	505	509
77115	509	508
77116	511	506
77117	508	508
77118	504	508
77119	505	508
77120	506	512
77121	510	510
77122	508	508
77123	507	508
77124	509	511
77125	506	511
77126	505	512
77127	506	510
77128	505	512
77129	510	510
77130	510	509
77131	509	511
77132	509	510
77133	509	509
77134	512	510
77135	511	511
77136	511	509
77137	511	507
77138	512	506
77139	508	505
77140	506	508
77141	508	508
77142	507	507
77143	507	508
77144	504	508
77145	504	508
77146	511	508
77147	512	508
77148	508	507
77149	508	512
77150	508	512
77151	509	511
77152	507	508
77153	503	508
77154	502	507
77155	507	508
77156	509	509
77157	510	507
77158	510	511
77159	508	511
77160	509	509
77161	507	510
77162	504	508
77163	504	515
77164	503	515
77165	506	510
77166	507	505
77167	512	504
77168	513	508
77169	514	506
77170	509	510
77171	508	512
77172	507	510
77173	509	510
77174	508	508
77175	509	508
77176	509	509
77177	508	510
77178	506	509
77179	507	508
77180	507	511
77181	507	509
77182	505	511
77183	504	513
77184	507	511
77185	505	509
77186	505	507
77187	507	507
77188	511	507
77189	515	504
77190	511	508
77191	508	509
77192	506	509
77193	510	511
77194	508	510
77195	507	510
77196	509	511
77197	508	511
77198	510	511
77199	506	511
77200	509	509
77201	511	509
77202	511	508
77203	511	507
77204	511	507
77205	511	504
77206	512	506
77207	507	508
77208	505	511
77209	503	510
77210	504	508
77211	501	508
77212	504	509
77213	507	509
77214	505	509
77215	504	510
77216	508	510
77217	509	508
77218	512	507
77219	512	508
77220	512	508
77221	511	511
77222	505	509
77223	505	508
77224	502	509
77225	505	510
77226	508	513
77227	508	511
77228	508	508
77229	511	508
77230	513	508
77231	511	508
77232	504	506
77233	507	508
77234	509	510
77235	510	510
77236	510	509
77237	508	514
77238	507	508
77239	504	508
77240	505	507
77241	507	507
77242	510	509
77243	505	509
77244	504	511
77245	502	512
77246	505	512
77247	510	510
77248	508	512
77249	509	508
77250	510	510
77251	513	511
77252	511	510
77253	508	511
77254	508	505
77255	508	506
77256	508	509
77257	508	513
77258	507	511
77259	504	512
77260	504	510
77261	505	510
77262	506	508
77263	509	506
77264	512	505
77265	511	501
77266	508	500
77267	503	502
77268	506	500
77269	507	500
77270	510	500
77271	510	500
77272	509	500
77273	507	502
77274	508	504
77275	508	506
77276	509	505
77277	509	506
77278	508	508
77279	510	511
77280	509	512
77281	507	515
77282	505	517
77283	505	521
77284	507	520
77285	510	519
77286	507	515
77287	505	509
77288	507	510
77289	505	511
77290	508	514
77291	507	513
77292	505	512
77293	508	513
77294	511	511
77295	511	513
77296	509	511
77297	507	511
77298	508	510
77299	509	508
77300	510	508
77301	512	507
77302	506	510
77303	504	510
77304	504	513
77305	503	511
77306	507	511
77307	511	513
77308	510	513
77309	511	513
77310	508	514
77311	511	509
77312	511	508
77313	510	508
77314	507	508
77315	506	507
77316	505	505
77317	507	510
77318	509	508
77319	508	508
77320	511	503
77321	514	505
77322	507	509
77323	505	510
77324	501	511
77325	499	510
77326	501	508
77327	503	508
77328	506	508
77329	511	511
77330	512	513
77331	516	511
77332	512	509
77333	512	510
77334	510	510
77335	509	510
77336	511	511
77337	507	508
77338	508	508
77339	504	509
77340	504	509
77341	506	508
77342	507	509
77343	511	510
77344	510	508
77345	508	506
77346	506	504
77347	506	505
77348	507	504
77349	505	506
77350	508	507
77351	509	510
77352	507	508
77353	507	508
77354	508	508
77355	506	510
77356	506	510
77357	508	513
77358	509	508
77359	508	511
77360	512	514
77361	513	510
77362	512	509
77363	511	508
77364	511	511
77365	510	511
77366	510	511
77367	508	508
77368	509	507
77369	508	507
77370	505	508
77371	504	509
77372	502	508
77373	497	513
77374	502	512
77375	507	512
77376	512	508
77377	510	505
77378	511	507
77379	511	509
77380	509	511
77381	507	510
77382	510	507
77383	512	506
77384	507	509
77385	507	511
77386	508	513
77387	508	509
77388	507	511
77389	507	511
77390	507	511
77391	509	509
77392	509	507
77393	507	507
77394	507	506
77395	508	506
77396	505	509
77397	509	507
77398	508	508
77399	507	508
77400	506	509
77401	510	510
77402	509	512
77403	509	510
77404	509	508
77405	508	506
77406	505	509
77407	506	513
77408	508	512
77409	509	510
77410	507	510
77411	507	509
77412	510	506
77413	509	507
77414	508	507
77415	508	510
77416	510	512
77417	511	513
77418	507	513
77419	508	508
77420	510	509
77421	512	511
77422	506	505
77423	506	505
77424	504	502
77425	505	504
77426	509	504
77427	509	508
77428	508	508
77429	507	510
77430	506	512
77431	507	518
77432	507	513
77433	509	512
77434	511	507
77435	511	506
77436	511	505
77437	505	504
77438	505	505
77439	504	507
77440	507	508
77441	507	513
77442	504	510
77443	504	507
77444	510	505
77445	512	510
77446	513	510
77447	510	508
77448	509	511
77449	509	511
77450	508	510
77451	512	510
77452	507	509
77453	506	507
77454	504	508
77455	507	510
77456	506	511
77457	503	512
77458	505	509
77459	508	508
77460	508	508
77461	507	509
77462	508	512
77463	510	509
77464	510	507
77465	513	507
77466	507	509
77467	505	512
77468	505	509
77469	505	510
77470	508	508
77471	509	505
77472	509	510
77473	510	511
77474	508	510
77475	508	512
77476	507	510
77477	506	504
77478	509	503
77479	507	508
77480	503	508
77481	504	511
77482	505	509
77483	507	510
77484	506	512
77485	504	507
77486	508	508
77487	510	511
77488	510	511
77489	513	510
77490	511	508
77491	510	510
77492	511	508
77493	508	511
77494	509	509
77495	511	507
77496	510	505
77497	509	506
77498	508	512
77499	507	511
77500	507	511
77501	506	508
77502	507	505
77503	512	507
77504	510	505
77505	505	508
77506	510	513
77507	508	515
77508	510	512
77509	510	508
77510	509	504
77511	509	508
77512	504	511
77513	503	510
77514	501	509
77515	502	506
77516	505	505
77517	505	509
77518	501	512
77519	504	511
77520	507	508
77521	511	511
77522	511	510
77523	512	509
77524	511	510
77525	512	506
77526	513	507
77527	512	509
77528	512	508
77529	512	509
77530	510	512
77531	514	512
77532	507	509
77533	508	508
77534	505	509
77535	504	508
77536	506	508
77537	507	507
77538	504	509
77539	502	508
77540	503	511
77541	507	511
77542	507	510
77543	509	510
77544	509	509
77545	508	509
77546	509	509
77547	506	508
77548	505	509
77549	510	509
77550	511	513
77551	511	511
77552	510	514
77553	509	512
77554	505	510
77555	506	509
77556	511	508
77557	509	509
77558	508	508
77559	509	505
77560	508	507
77561	508	508
77562	505	510
77563	507	514
77564	506	510
77565	504	511
77566	507	510
77567	509	509
77568	510	506
77569	510	507
77570	511	507
77571	510	505
77572	508	511
77573	505	511
77574	505	511
77575	505	510
77576	505	507
77577	505	510
77578	502	507
77579	505	504
77580	507	504
77581	509	504
77582	508	512
77583	509	513
77584	508	513
77585	508	513
77586	515	512
77587	512	509
77588	512	509
77589	509	507
77590	509	511
77591	509	509
77592	506	509
77593	505	508
77594	508	509
77595	507	508
77596	507	509
77597	508	509
77598	505	512
77599	507	512
77600	507	511
77601	510	506
77602	510	507
77603	508	505
77604	511	503
77605	507	508
77606	507	509
77607	508	509
77608	507	506
77609	511	509
77610	510	512
77611	513	506
77612	510	504
77613	510	506
77614	507	512
77615	504	508
77616	505	513
77617	501	511
77618	501	511
77619	510	510
77620	511	510
77621	510	511
77622	507	507
77623	510	505
77624	505	504
77625	502	504
77626	509	507
77627	510	508
77628	505	508
77629	505	510
77630	510	509
77631	510	511
77632	510	510
77633	511	510
77634	509	510
77635	511	508
77636	512	509
77637	507	513
77638	508	513
77639	505	508
77640	508	508
77641	510	509
77642	513	511
77643	508	511
77644	507	510
77645	505	509
77646	504	508
77647	505	505
77648	507	507
77649	507	508
77650	506	508
77651	507	509
77652	507	508
77653	505	509
77654	506	508
77655	505	504
77656	505	506
77657	503	505
77658	503	507
77659	509	511
77660	510	511
77661	510	507
77662	509	508
77663	511	513
77664	511	513
77665	514	513
77666	510	513
77667	509	510
77668	513	506
77669	511	506
77670	507	506
77671	506	507
77672	507	508
77673	510	510
77674	507	510
77675	503	509
77676	509	507
77677	512	508
77678	510	511
77679	506	512
77680	503	509
77681	504	508
77682	505	508
77683	506	509
77684	504	510
77685	502	511
77686	505	510
77687	505	509
77688	504	512
77689	509	511
77690	511	508
77691	514	510
77692	512	509
77693	511	510
77694	509	506
77695	508	505
77696	509	506
77697	508	508
77698	509	507
77699	511	507
77700	508	511
77701	508	512
77702	508	513
77703	508	511
77704	508	508
77705	506	508
77706	508	508
77707	506	506
77708	507	509
77709	506	508
77710	506	512
77711	509	509
77712	508	512
77713	508	507
77714	507	507
77715	512	511
77716	514	513
77717	512	507
77718	505	506
77719	508	507
77720	508	510
77721	507	509
77722	504	507
77723	500	506
77724	502	507
77725	504	506
77726	507	509
77727	509	510
77728	511	513
77729	511	510
77730	506	511
77731	508	509
77732	510	507
77733	507	511
77734	506	511
77735	510	511
77736	514	508
77737	513	512
77738	514	511
77739	514	508
77740	509	506
77741	507	508
77742	503	510
77743	502	508
77744	509	510
77745	509	510
77746	506	511
77747	508	506
77748	508	505
77749	510	509
77750	508	509
77751	506	510
77752	504	511
77753	504	511
77754	501	509
77755	504	508
77756	512	508
77757	510	510
77758	507	513
77759	511	509
77760	509	509
77761	511	508
77762	506	509
77763	507	511
77764	507	512
77765	508	509
77766	504	509
77767	500	510
77768	502	511
77769	505	508
77770	505	509
77771	508	507
77772	511	508
77773	512	508
77774	513	506
77775	516	504
77776	517	511
77777	514	513
77778	513	514
77779	507	511
77780	508	507
77781	507	506
77782	504	506
77783	505	511
77784	505	512
77785	506	511
77786	509	512
77787	508	508
77788	508	511
77789	505	508
77790	506	509
77791	505	507
77792	503	509
77793	508	511
77794	508	509
77795	506	509
77796	505	508
77797	507	510
77798	512	510
77799	511	510
77800	509	509
77801	511	509
77802	511	509
77803	509	510
77804	512	509
77805	508	511
77806	506	513
77807	507	510
77808	502	508
77809	504	505
77810	504	508
77811	509	508
77812	510	507
77813	508	507
77814	504	509
77815	504	510
77816	509	508
77817	507	508
77818	505	510
77819	503	511
77820	504	513
77821	511	510
77822	512	508
77823	516	508
77824	514	506
77825	510	506
77826	508	508
77827	508	511
77828	511	512
77829	510	506
77830	509	510
77831	510	512
77832	504	509
77833	504	509
77834	506	508
77835	508	506
77836	510	508
77837	506	508
77838	504	508
77839	508	506
77840	510	511
77841	512	512
77842	510	510
77843	509	512
77844	507	511
77845	508	511
77846	509	513
77847	509	517
77848	511	512
77849	508	511
77850	508	509
77851	505	511
77852	504	509
77853	505	509
77854	507	506
77855	504	504
77856	505	506
77857	504	509
77858	509	510
77859	510	509
77860	507	511
77861	509	513
77862	508	509
77863	510	509
77864	510	511
77865	509	513
77866	513	511
77867	506	508
77868	507	504
77869	509	499
77870	508	500
77871	505	501
77872	507	504
77873	510	502
77874	510	504
77875	509	505
77876	510	506
77877	508	504
77878	508	501
77879	504	501
77880	504	504
77881	505	504
77882	504	512
77883	505	512
77884	504	516
77885	506	516
77886	512	514
77887	518	517
77888	513	512
77889	497	516
77890	508	513
77891	508	513
77892	501	514
77893	505	514
77894	510	514
77895	507	514
77896	513	512
77897	514	511
77898	512	511
77899	502	510
77900	504	511
77901	512	512
77902	510	511
77903	509	507
77904	506	507
77905	505	507
77906	501	506
77907	505	505
77908	507	508
77909	510	508
77910	506	509
77911	504	511
77912	508	511
77913	511	513
77914	513	513
77915	514	515
77916	511	508
77917	509	509
77918	506	511
77919	506	510
77920	501	506
77921	504	504
77922	504	506
77923	506	509
77924	511	510
77925	507	509
77926	506	511
77927	508	512
77928	508	508
77929	508	511
77930	507	508
77931	511	509
77932	514	507
77933	512	508
77934	509	508
77935	512	509
77936	509	507
77937	508	508
77938	507	505
77939	510	504
77940	511	508
77941	513	509
77942	511	509
77943	507	508
77944	506	510
77945	505	511
77946	504	511
77947	507	510
77948	510	511
77949	511	506
77950	510	508
77951	503	508
77952	489	509
77953	493	512
77954	497	507
77955	507	504
77956	512	507
77957	521	509
77958	526	511
77959	520	508
77960	517	508
77961	512	510
77962	512	508
77963	509	504
77964	504	508
77965	502	509
77966	500	512
77967	497	511
77968	498	511
77969	497	508
77970	503	510
77971	514	507
77972	516	510
77973	513	509
77974	509	506
77975	508	507
77976	511	510
77977	511	510
77978	511	512
77979	504	511
77980	505	508
77981	506	507
77982	509	512
77983	511	510
77984	512	508
77985	511	508
77986	509	507
77987	510	505
77988	507	507
77989	507	508
77990	504	510
77991	502	511
77992	504	509
77993	506	509
77994	504	508
77995	502	509
77996	506	509
77997	508	509
77998	511	511
77999	511	509
78000	510	506
78001	510	508
78002	511	509
78003	508	511
78004	503	508
78005	499	510
78006	504	508
78007	506	508
78008	509	511
78009	508	510
78010	510	509
78011	511	507
78012	510	509
78013	511	509
78014	512	508
78015	512	507
78016	507	510
78017	505	507
78018	507	505
78019	501	510
78020	502	508
78021	508	510
78022	504	510
78023	507	510
78024	507	507
78025	510	507
78026	513	509
78027	516	509
78028	515	507
78029	512	510
78030	512	510
78031	511	511
78032	508	510
78033	505	513
78034	505	514
78035	505	512
78036	506	509
78037	509	508
78038	504	508
78039	505	511
78040	505	513
78041	505	513
78042	507	506
78043	506	506
78044	507	507
78045	509	508
78046	508	509
78047	512	506
78048	516	510
78049	510	509
78050	508	510
78051	508	510
78052	502	509
78053	503	506
78054	504	504
78055	505	504
78056	509	504
78057	511	505
78058	512	510
78059	513	511
78060	511	511
78061	508	510
78062	504	510
78063	503	512
78064	504	513
78065	509	511
78066	510	509
78067	508	509
78068	509	510
78069	510	511
78070	511	510
78071	510	509
78072	508	510
78073	507	510
78074	508	507
78075	508	506
78076	506	507
78077	503	509
78078	504	510
78079	508	510
78080	511	510
78081	511	510
78082	508	508
78083	509	510
78084	509	514
78085	508	510
78086	511	509
78087	511	513
78088	502	512
78089	504	511
78090	505	509
78091	506	510
78092	505	510
78093	507	510
78094	508	509
78095	508	511
78096	508	509
78097	509	506
78098	507	507
78099	507	505
78100	509	511
78101	511	512
78102	511	508
78103	511	511
78104	512	513
78105	508	508
78106	510	507
78107	507	506
78108	508	506
78109	508	513
78110	506	511
78111	504	509
78112	504	507
78113	503	507
78114	505	508
78115	505	508
78116	510	510
78117	508	509
78118	508	508
78119	506	509
78120	505	511
78121	507	510
78122	506	511
78123	508	510
78124	510	511
78125	511	510
78126	508	510
78127	505	509
78128	510	510
78129	509	509
78130	508	509
78131	511	503
78132	506	504
78133	505	505
78134	507	507
78135	510	508
78136	508	507
78137	507	510
78138	509	508
78139	511	506
78140	510	512
78141	509	511
78142	509	509
78143	509	509
78144	509	506
78145	507	509
78146	508	514
78147	508	512
78148	511	514
78149	508	508
78150	506	508
78151	507	508
78152	505	509
78153	507	510
78154	506	511
78155	505	510
78156	507	508
78157	504	508
78158	504	508
78159	509	508
78160	508	508
78161	509	507
78162	508	506
78163	508	510
78164	510	510
78165	505	507
78166	505	507
78167	502	510
78168	507	511
78169	510	514
78170	508	512
78171	510	513
78172	513	513
78173	512	512
78174	511	506
78175	512	508
78176	508	508
78177	502	508
78178	507	510
78179	509	504
78180	512	504
78181	511	507
78182	508	509
78183	507	509
78184	504	510
78185	502	510
78186	505	509
78187	507	507
78188	510	505
78189	508	507
78190	510	509
78191	513	514
78192	515	515
78193	511	510
78194	507	509
78195	502	509
78196	503	511
78197	506	508
78198	505	507
78199	504	508
78200	504	508
78201	502	508
78202	504	511
78203	505	510
78204	506	510
78205	511	506
78206	514	503
78207	509	507
78208	511	509
78209	505	510
78210	510	512
78211	515	512
78212	513	510
78213	513	509
78214	513	513
78215	513	511
78216	510	507
78217	507	507
78218	507	505
78219	506	508
78220	505	511
78221	508	510
78222	507	505
78223	507	508
78224	508	508
78225	507	511
78226	510	510
78227	509	506
78228	508	507
78229	509	509
78230	508	511
78231	508	510
78232	505	510
78233	505	508
78234	506	510
78235	504	508
78236	510	508
78237	509	512
78238	508	511
78239	505	513
78240	508	510
78241	510	508
78242	504	509
78243	508	507
78244	512	508
78245	507	508
78246	504	505
78247	507	508
